timestamp,latitude,longitude
1681712775.931397,45.423913097461146,11.947798274923557
1681712776.931386,45.42390198896845,11.947816095960711
1681712777.9313774,45.42389220391042,11.947840385280172
1681712778.9313633,45.42389022726782,11.947854693594214
1681712779.9313495,45.42388934955577,11.947871093784032
1681712780.9313385,45.42387930555196,11.947879739370952
1681712781.931325,45.42387171723002,11.947893622271161
1681712782.931315,45.42387380477987,11.947901993001455
1681712783.9313018,45.4238644265254,11.94790805607941
1681712784.931289,45.42385812453956,11.9479075942777
1681712785.931275,45.42384808694158,11.947923795788974
1681712786.9312615,45.42384278817988,11.947943090776066
1681712787.9312484,45.42383717458291,11.947956887497009
1681712788.9312344,45.4238287122934,11.94796905900472
1681712789.9312212,45.42382614812997,11.947979828572487
1681712790.9312077,45.423818097436,11.947987057236602
1681712791.9311934,45.423804889626346,11.948000912267958
1681712792.93118,45.423802541760665,11.94801438066814
1681712793.9311655,45.42379382679252,11.948015606134929
1681712794.9311523,45.42378897297748,11.948022316565488
1681712795.9311388,45.4237802419175,11.948048907057649
1681712796.9311256,45.4237743650615,11.948054685481326
1681712797.9311118,45.423771132745124,11.948054005390995
1681712798.931098,45.423786888254156,11.948049784059322
1681712799.9310842,45.42380020329188,11.948035763461112
1681712800.9310713,45.423823277943086,11.948037358083624
1681712801.931058,45.423841128549675,11.948039304966157
1681712802.931044,45.423855973056774,11.948043267009227
1681712803.9310308,45.42386706477104,11.948038913796768
1681712804.9310176,45.42387482740194,11.94804384267641
1681712805.931004,45.42388407125293,11.948053948538558
1681712806.9309907,45.42389204486901,11.948065131190448
1681712807.9309766,45.42390358542088,11.94808003535169
1681712808.9309635,45.42391590048282,11.948091456049251
1681712809.9309494,45.42393301135792,11.948103587196593
1681712810.9309359,45.42394755427979,11.94811522380611
1681712811.9309225,45.42395871178867,11.948119466066279
1681712812.9309087,45.42396404555951,11.948116029968203
1681712813.9308953,45.423973149026544,11.948123491832744
1681712814.9308815,45.42397881486829,11.948127365234672
1681712815.9308689,45.423975879702965,11.948127747123202
1681712816.930855,45.423985163947414,11.948142317326731
1681712817.9308414,45.4239952628025,11.948154032579223
1681712818.930828,45.42400169836786,11.948168620841942
1681712819.930815,45.42400612756906,11.948184229002363
1681712820.9308012,45.42401311602159,11.94819955831689
1681712821.9307876,45.42402436216521,11.948215003174322
1681712822.9307742,45.424028570626874,11.948226119438724
1681712823.9307604,45.42402977174048,11.94824398883505
1681712824.930747,45.42403292190176,11.948258028317431
1681712825.9307332,45.42403802836757,11.948267887845256
1681712826.9307194,45.42403862878602,11.948269474786258
1681712827.930706,45.42404973719658,11.948287207862489
1681712828.9306927,45.42405945857081,11.9482930289677
1681712829.9306793,45.42406216788937,11.948301962446315
1681712830.9306662,45.42406951525557,11.94831478035607
1681712831.930652,45.42408392978416,11.948335833267473
1681712832.9306388,45.4240921609937,11.948347534331596
1681712833.9306252,45.4240924773868,11.948357102023648
1681712834.9306116,45.42410077882373,11.948361961722423
1681712835.930598,45.424109087067386,11.948373166320883
1681712836.930585,45.424116802000476,11.948381115746512
1681712837.9305713,45.42413350121568,11.948384515352357
1681712838.9305573,45.424147645632566,11.948398183097964
1681712839.9305444,45.424157211985104,11.948408100431699
1681712840.9305303,45.42416299356328,11.948413296113985
1681712841.9305172,45.42417216718814,11.948415932680474
1681712842.9305038,45.42418931983425,11.948428322886326
1681712843.93049,45.42418188162799,11.948407626690004
1681712844.9304762,45.42418894017603,11.94840109360909
1681712845.930463,45.424197592222534,11.948401942912676
1681712846.930449,45.4242061242689,11.948408874186363
1681712847.930436,45.4242133768658,11.948416320995634
1681712848.9304223,45.42422313218497,11.948421227998002
1681712849.9304085,45.424234719747055,11.94841928678921
1681712850.9303951,45.42424367226939,11.948425945591783
1681712851.930382,45.4242547366801,11.948431666594745
1681712852.9303687,45.424264030250484,11.94843507496678
1681712853.930354,45.424273563255774,11.948441822585112
1681712854.930341,45.42428476002092,11.948445486343891
1681712855.9303272,45.42429772730544,11.948469365578937
1681712856.9303143,45.42430790323163,11.948476787656041
1681712857.9303007,45.42431889757289,11.948477123527562
1681712858.9302871,45.42432796102316,11.948479018118121
1681712859.9302735,45.42433813107713,11.948483559467924
1681712860.9302604,45.42434829219392,11.948483841886476
1681712861.9302466,45.42435949302578,11.948487195739823
1681712862.930233,45.42436594853861,11.948488974241599
1681712863.9302197,45.42437199085642,11.948488263669432
1681712864.9302063,45.42438328682342,11.948489048582244
1681712865.9301925,45.42439932477648,11.948485599245396
1681712866.9301786,45.42441187040129,11.948492959460498
1681712867.930165,45.424424586296475,11.94849552359436
1681712868.9301515,45.42443384387383,11.948505115924876
1681712869.9301388,45.42444623250234,11.94851282142907
1681712870.9301248,45.42445752939621,11.948522527958684
1681712871.9301114,45.42447105240697,11.948536282736525
1681712872.9300983,45.42447953640664,11.948545647143655
1681712873.9300847,45.42448974339886,11.948546050261942
1681712874.9300706,45.424498506408106,11.948550796548831
1681712875.930057,45.42450596184016,11.948560786605645
1681712876.9300442,45.42451579057979,11.948562897610353
1681712877.9300306,45.42451972356197,11.948562616268955
1681712878.930017,45.424533370659255,11.948569781279046
1681712879.9300036,45.42454825441175,11.948586482504695
1681712880.9299903,45.424562901416046,11.948597324959653
1681712881.9299762,45.42457388484342,11.948606392536497
1681712882.929963,45.4245813546174,11.948612922162857
1681712883.9299493,45.42458992386472,11.948621506725525
1681712884.9299362,45.424604142969436,11.94862891506377
1681712885.929922,45.42461706641931,11.94863196924607
1681712886.9299083,45.42462996584472,11.948642118217682
1681712887.9298947,45.42464311884949,11.94864463871197
1681712888.9298813,45.424658561816095,11.948654139600148
1681712889.9298677,45.42466863205371,11.948663173577026
1681712890.9298544,45.42468218293077,11.948676565622494
1681712891.929841,45.42469399321383,11.948694967211795
1681712892.9298282,45.42469208153138,11.948692072880727
1681712893.9298143,45.42469338171789,11.94869595626927
1681712894.9298005,45.42469465621256,11.948704854080102
1681712895.9297867,45.42468800450293,11.948722561829046
1681712896.9297736,45.42468348035864,11.948744044516275
1681712897.9297605,45.42467865008509,11.948756901550096
1681712898.9297466,45.42467472529077,11.948767566774965
1681712899.9297335,45.4246688434696,11.948777697467445
1681712900.929719,45.42465875036028,11.948792399352024
1681712901.9297066,45.42464023238705,11.948803545290314
1681712902.9296923,45.42463059508758,11.948814592660133
1681712903.9296784,45.4246216391551,11.948827960698713
1681712904.9296656,45.42461242728378,11.948838199266538
1681712905.9296517,45.42460198599218,11.948845435368446
1681712906.9296389,45.42459213788102,11.948858226693725
1681712907.9296246,45.42458993005032,11.948871556266242
1681712908.9296112,45.42458412116424,11.948877224478933
1681712909.929598,45.42457442149907,11.948882329128018
1681712910.929584,45.424564319332234,11.948892114888531
1681712911.9295707,45.42455052688217,11.948903751311956
1681712912.9295573,45.42454106103749,11.948910993062569
1681712913.9295435,45.424530480710175,11.948929661965016
1681712914.9295301,45.42452100489097,11.948940891431883
1681712915.9295168,45.42451126624551,11.94895672145777
1681712916.929503,45.424502680874184,11.948967626138348
1681712917.9294891,45.424497562731354,11.9489854027899
1681712918.9294763,45.42448654680287,11.94899533555023
1681712919.9294624,45.42448646402156,11.949009981176701
1681712920.9294496,45.42448517696706,11.949025893703787
1681712921.9294355,45.424481987415646,11.949036584373095
1681712922.9294221,45.42447511439423,11.94904048087389
1681712923.9294086,45.424469735142445,11.949047984595166
1681712924.9293947,45.42446352467275,11.949055033218361
1681712925.929381,45.42445927017158,11.949063352762169
1681712926.929368,45.42445507594814,11.949067414953763
1681712927.9293547,45.42446080596019,11.949071639768949
1681712928.9293404,45.4244611598748,11.949077062198311
1681712929.929327,45.42445839248877,11.949081270069358
1681712930.9293134,45.42446046013117,11.949075578113012
1681712931.9292998,45.42446056857037,11.949069725140854
1681712932.929287,45.42445657484072,11.94906480303875
1681712933.9292731,45.424457020003814,11.949064721659772
1681712934.9292598,45.42445516704061,11.949063981760682
1681712935.929246,45.424450044715776,11.94906486985491
1681712936.929233,45.42443869059523,11.949060823857772
1681712937.9292192,45.42443118580353,11.949057049772119
1681712938.9292052,45.42442204356116,11.94905796963271
1681712939.9291925,45.424414089506165,11.949057522669642
1681712940.9291787,45.42440650159287,11.94905452928663
1681712941.9291651,45.42439959691923,11.949049639766438
1681712942.9291515,45.42439078479505,11.949049293330646
1681712943.929138,45.42438373335842,11.949048065484618
1681712944.9291244,45.42437641322613,11.949040670558743
1681712945.9291112,45.42437074343448,11.949032438904938
1681712946.9290981,45.42436596006391,11.94902291257394
1681712947.929084,45.424357387450954,11.949014338436037
1681712948.92907,45.424350024415176,11.949007947210218
1681712949.9290566,45.424341713699164,11.949007485056889
1681712950.9290433,45.424334521686426,11.949003467134837
1681712951.9290295,45.424333444514346,11.948998935234952
1681712952.929016,45.42433162424489,11.948997574478517
1681712953.929003,45.424330325413464,11.948996905799298
1681712954.928989,45.42433030525782,11.948996957068982
1681712955.9289758,45.42432985272185,11.948996837531901
1681712956.9289622,45.424329979143096,11.948996799100478
1681712957.9289486,45.42433064744826,11.94899659735313
1681712958.928935,45.42433077044017,11.948996732483458
1681712959.9289222,45.42433065167381,11.948996656448301
1681712960.9289079,45.42433082479933,11.948996241090471
1681712961.9288943,45.4243304761472,11.948994334435731
1681712962.9288814,45.42432781705145,11.948992645560772
1681712963.9288673,45.4243262191921,11.94899258308761
1681712964.928854,45.42432453716461,11.948992570946206
1681712965.9288402,45.42432444241237,11.948992494127166
1681712966.9288268,45.42432332359521,11.94899342988327
1681712967.9288132,45.424322418708016,11.948993098005037
1681712968.9287996,45.42432208601592,11.948993400812133
1681712969.9287865,45.424321114783844,11.948992047876937
1681712970.928773,45.4243194870981,11.948984556925646
1681712971.928759,45.424317295960556,11.948975562116198
1681712972.928746,45.42431647183119,11.948970391477488
1681712973.9287324,45.424319793946886,11.948963700890719
1681712974.9287195,45.42431513409304,11.948954271562716
1681712975.9287052,45.42430627443588,11.948941357607993
1681712976.9286919,45.424299187706445,11.948921002806335
1681712977.9286785,45.4242918043438,11.948908303214324
1681712978.928665,45.42428394581764,11.948897738834413
1681712979.9286513,45.424282371975224,11.948895897433546
1681712980.9286377,45.42428149867103,11.948894927343755
1681712981.9286246,45.424281138385815,11.948894651697286
1681712982.9286113,45.42428028985608,11.948892233516089
1681712983.9285975,45.424279880799055,11.948891132030134
1681712984.928584,45.42427935176574,11.948889976488614
1681712985.9285703,45.42427777849047,11.948889912845424
1681712986.9285564,45.42427747867037,11.948889694888623
1681712987.9285436,45.42427682056874,11.948889450029665
1681712988.9285297,45.42427622195367,11.94888884431654
1681712989.928516,45.424276102626585,11.948888584884251
1681712990.928503,45.42427579104209,11.948887786251992
1681712991.9284894,45.4242756715621,11.94888757435875
1681712992.9284756,45.42427533354786,11.948886865550627
1681712993.928462,45.42427510277824,11.948886760875501
1681712994.9284487,45.424274745020455,11.948886398777834
1681712995.928435,45.42427450036109,11.94888477990208
1681712996.928421,45.42427380351492,11.948884059136333
1681712997.928408,45.4242736656293,11.948883952358921
1681712998.9283946,45.42427331223197,11.94888320266783
1681712999.928381,45.42427208191107,11.94887607873658
1681713000.9283671,45.4242692910565,11.948867592751395
1681713001.9283533,45.42426489608695,11.948865554184614
1681713002.92834,45.42425818635942,11.948868406647232
1681713003.928327,45.424252091700644,11.948868733811352
1681713004.9283128,45.42424603030695,11.948867015138054
1681713005.9282994,45.42424475527126,11.948864909794672
1681713006.9282866,45.42424394880171,11.948864060547466
1681713007.928273,45.42423415294237,11.948853756829985
1681713008.928259,45.424227805301186,11.948847971432103
1681713009.9282458,45.42422172327799,11.94884941050263
1681713010.928232,45.424221486625385,11.948848923594953
1681713011.9282188,45.42422124179742,11.948848665271889
1681713012.928205,45.42422081060654,11.948849128577464
1681713013.9281921,45.424220148024496,11.948847551115955
1681713014.9281783,45.42421970139582,11.94884728611682
1681713015.928164,45.42421957414237,11.948846835810256
1681713016.9281507,45.42421943115512,11.948845823701042
1681713017.9281378,45.42421823759443,11.948846953279983
1681713018.9281244,45.42421498013152,11.948842731110393
1681713019.9281106,45.42421332640341,11.948829570752634
1681713020.9280975,45.424212769397506,11.948817605754831
1681713021.9280834,45.42421202626669,11.948811637860803
1681713022.92807,45.42421193116929,11.948804492283985
1681713023.9280567,45.424212697387496,11.948794871415277
1681713024.928043,45.42421077119391,11.948788605100502
1681713025.9280298,45.42421129484375,11.94877922986853
1681713026.9280157,45.42420836650185,11.948762925108296
1681713027.9280019,45.42420656282112,11.948758652498203
1681713028.9279885,45.42420384781945,11.94874232230227
1681713029.9279757,45.42419221056907,11.948700087798528
1681713030.9279623,45.42418785605217,11.948676216227591
1681713031.9279478,45.42418635188764,11.948654668944934
1681713032.9279342,45.42418395367042,11.948639161241573
1681713033.9279218,45.424182070211245,11.948622912399731
1681713034.927908,45.42417921330742,11.948612314094078
1681713035.9278946,45.42417806993954,11.948605258971181
1681713036.9278808,45.42417549249914,11.948594464593043
1681713037.927867,45.42417065217109,11.948577567547343
1681713038.9278538,45.42416466700008,11.948566190578077
1681713039.9278402,45.42416481326587,11.94855565975377
1681713040.927827,45.42416467751839,11.948548934692232
